pc_time,seq,pico_time,CH4_ppm,H2O_ppm,C2H6_ppb
2026-09-25T20:35:47.274382,291,09/25/2026 20:35:49.908,2.53976,19079.4,4.37693
2026-09-25T20:35:48.320477,292,09/25/2026 20:35:50.902,2.53931,19071.6,4.47429
2026-09-25T20:35:50.306905,293,09/25/2026 20:35:51.895,35.2956,30.2762,2.5409
2026-09-25T20:35:51.242772,294,09/25/2026 20:35:53.881,2.54131,19068.7,3.9702
2026-09-25T20:35:52.193357,295,09/25/2026 20:35:54.875,2.54301,19072.6,4.10376
2026-09-25T20:35:53.245669,296,09/25/2026 20:35:55.868,2.53909,19089.4,4.04371
2026-09-25T20:35:54.186894,297,09/25/2026 20:35:56.861,2.54074,19107.7,4.52128
2026-09-25T20:35:55.233769,298,09/25/2026 20:35:57.855,2.5354,19128.7,4.73355
2026-09-25T20:35:56.196835,299,09/25/2026 20:35:58.848,2.5433,19116.6,4.46687
2026-09-25T20:35:57.173993,300,09/25/2026 20:35:59.841,2.54224,19152.4,4.10676
2026-09-25T20:35:58.226636,301,09/25/2026 20:36:00.834,2.54194,19145.7,4.8239
2026-09-25T20:36:00.189888,302,09/25/2026 20:36:01.828,35.3151,30.2743,2.54144
2026-09-25T20:36:01.217441,303,09/25/2026 20:36:03.814,2.54293,19177,4.36593
2026-09-25T20:36:02.175695,304,09/25/2026 20:36:04.807,2.54281,19165,4.65553
2026-09-25T20:36:03.182486,305,09/25/2026 20:36:05.801,2.54163,19159.8,4.50335
2026-09-25T20:36:04.133232,306,09/25/2026 20:36:06.794,2.54135,19160.2,4.3184
2026-09-25T20:36:05.175712,307,09/25/2026 20:36:07.787,2.53986,19166.6,4.22711
2026-09-25T20:36:06.132535,308,09/25/2026 20:36:08.781,2.54374,19139.4,4.19182
2026-09-25T20:36:07.185477,309,09/25/2026 20:36:09.774,2.54412,19159.6,3.72595
2026-09-25T20:36:08.131515,310,09/25/2026 20:36:10.767,2.54011,19161.1,4.13939
2026-09-25T20:36:10.110521,311,09/25/2026 20:36:11.760,30.2728,35.3737,30.2728
2026-09-25T20:36:11.069837,312,09/25/2026 20:36:13.747,2.54347,19148.3,4.435
2026-09-25T20:36:12.128108,313,09/25/2026 20:36:14.740,2.54392,19140.3,4.09804
2026-09-25T20:36:13.093538,314,09/25/2026 20:36:15.734,2.54081,19139.1,4.1753
2026-09-25T20:36:14.069467,315,09/25/2026 20:36:16.727,2.54412,19140,4.22239
2026-09-25T20:36:15.061638,316,09/25/2026 20:36:17.720,2.54181,19145.2,4.23146
2026-09-25T20:36:16.093660,317,09/25/2026 20:36:18.713,2.54041,19129.3,4.28041
2026-09-25T20:36:17.043782,318,09/25/2026 20:36:19.707,2.54073,19132.5,3.75881
2026-09-25T20:36:18.127665,319,09/25/2026 20:36:20.700,2.54516,19121.1,4.00324
2026-09-25T20:36:20.024518,320,09/25/2026 20:36:21.693,35.3933,30.2727,2.53942
2026-09-25T20:36:21.040443,321,09/25/2026 20:36:23.680,2.54123,19112.3,4.10855
2026-09-25T20:36:22.076661,322,09/25/2026 20:36:24.673,2.5414,19120.1,4.49974
2026-09-25T20:36:23.034562,323,09/25/2026 20:36:25.666,2.54327,19098,3.99484
2026-09-25T20:36:23.995557,324,09/25/2026 20:36:26.660,2.54397,19102.3,4.09483
2026-09-25T20:36:25.036886,325,09/25/2026 20:36:27.653,2.5415,19090.8,3.96288
2026-09-25T20:36:25.997142,326,09/25/2026 20:36:28.646,2.54514,19075,4.0426
2026-09-25T20:36:27.007378,327,09/25/2026 20:36:29.639,2.54124,19075.1,3.99529
2026-09-25T20:36:28.013547,328,09/25/2026 20:36:30.633,2.54071,19063.1,3.8842
2026-09-25T20:36:30.028023,329,09/25/2026 20:36:31.626,35.3933,30.2727,2.54221
2026-09-25T20:36:31.076763,330,09/25/2026 20:36:33.613,2.53875,19053.6,4.45034
2026-09-25T20:36:32.064327,331,09/25/2026 20:36:34.606,2.5412,19043.7,3.86729
2026-09-25T20:36:33.008905,332,09/25/2026 20:36:35.599,2.54456,19040.3,3.81644
2026-09-25T20:36:34.821850,333,09/25/2026 20:36:36.592,2.54055,19044.8,3.86929
2026-09-25T20:36:35.801885,334,09/25/2026 20:36:37.586,2.54352,19050.4,3.68468
